BHARTI AIRTEL LTD

Pan India

CDR OF MSISDN : 8866097000 from 28-Apr-2023 00:00:00 to 06-May-2023 11:59:59

MSISDN,IMEI,IMSI,Downlink_Vol,Uplink_Vol,Session_Start_Time,Session_End_Time,Pre_Post,Home_Roaming_Circle,Roaming_Network_Indicator,ICR_Operator_Name,Home_Circle,Translated_IP_Public_IPv4,Public_IPv6,Translated_Port_Public_Port,Destination_IP,Destination_Port,Source_IP,Source_Port,Duration,Charging_ID,Access_Point_Name,PDP_Address,PGW_GGSN_IP_Address,2g/3g/4g/5g, Latitude, Longitude, CELL ID
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 00:15:01,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,44170,35.190.118.8,443,100.77.26.38,48898,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 00:15:02,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,44172,129.227.254.242,8888,100.77.26.38,45262,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 00:15:03,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,44226,35.190.118.8,443,100.77.26.38,48908,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 00:15:03,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,44174,35.190.118.8,443,100.77.26.38,48904,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 00:15:03,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,44176,129.227.254.172,443,100.77.26.38,46364,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 00:15:08,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,44228,142.250.183.42,443,100.77.26.38,54184,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 00:15:11,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,44230,83.229.90.6,5223,100.77.26.38,45662,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 00:15:58,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,44232,35.190.118.8,443,100.77.26.38,48912,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 00:15:59,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,44234,13.127.247.216,443,100.77.26.38,58290,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 00:15:59,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,44236,142.250.192.130,443,100.77.26.38,40004,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 00:16:00,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,44238,13.127.247.216,443,100.77.26.38,58296,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 00:16:05,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,44240,13.127.247.216,443,100.77.26.38,58258,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 00:16:07,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,44166,13.127.247.216,443,100.77.26.38,58270,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 00:16:37,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,44240,13.127.247.216,443,100.77.26.38,58290,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 00:16:37,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,44226,13.127.247.216,443,100.77.26.38,58296,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 00:18:01,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,44232,129.227.254.242,8888,100.77.26.38,45350,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 00:18:02,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,44234,129.227.254.22,443,100.77.26.38,37646,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 00:19:42,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,44236,129.227.254.11,443,100.77.26.38,47540,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 00:19:43,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,44240,129.227.254.11,443,100.77.26.38,47630,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 00:19:43,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,44238,129.227.254.11,443,100.77.26.38,47542,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 00:19:44,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,44226,129.227.254.14,443,100.77.26.38,42510,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 00:19:45,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,44228,83.229.89.9,443,100.77.26.38,51040,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 00:25:59,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,44230,129.227.254.242,8888,100.77.26.38,45350,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 00:26:01,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,44232,157.240.16.32,443,100.77.26.38,51800,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 00:28:17,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,44498,129.227.254.242,8888,100.77.26.38,45374,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 00:34:01,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,44690,129.227.254.242,8888,100.77.26.38,45374,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 00:36:06,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,44770,129.227.254.167,443,100.77.26.38,58226,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 00:38:01,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,44806,129.227.254.242,8888,100.77.26.38,45384,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 00:38:01,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,44810,83.229.89.9,5228,100.77.26.38,54694,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 00:38:01,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,44802,83.229.88.9,443,100.77.26.38,41816,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 00:38:01,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,44808,83.229.88.5,5228,100.77.26.38,55892,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 00:38:01,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,44804,83.229.90.6,5223,100.77.26.38,45756,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 00:38:02,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,25185,142.250.183.170,443,100.77.26.38,48159,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 00:38:02,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,44812,157.240.16.32,443,100.77.26.38,51834,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 00:38:03,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,25186,142.250.183.170,443,100.77.26.38,44886,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 00:43:13,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,44882,83.229.88.9,443,100.77.26.38,41816,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 00:43:13,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,44884,129.227.254.242,8888,100.77.26.38,45384,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 00:43:14,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,44886,83.229.88.7,443,100.77.26.38,59788,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 00:45:53,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,44888,129.227.254.242,8888,100.77.26.38,45418,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 00:50:00,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,45028,83.229.88.7,443,100.77.26.38,59788,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 00:50:00,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,45026,83.229.88.9,5223,100.77.26.38,47516,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 00:53:04,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,45030,129.227.254.242,8888,100.77.26.38,45418,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 00:58:01,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,45218,129.227.254.242,8888,100.77.26.38,45426,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 00:58:01,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,45222,83.229.90.6,5223,100.77.26.38,45804,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 00:58:01,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,45220,83.229.88.9,5223,100.77.26.38,47516,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 00:58:02,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,45224,129.227.254.13,443,100.77.26.38,50628,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 00:58:03,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,45226,157.240.16.32,443,100.77.26.38,51868,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 00:58:03,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,45228,35.190.118.8,443,100.77.26.38,49016,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 00:58:04,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,45230,139.45.197.230,443,100.77.26.38,46238,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 00:58:04,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,45232,139.45.197.230,443,100.77.26.38,46240,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 00:58:05,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,45236,139.45.197.230,443,100.77.26.38,46244,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
8866097000,8660880556874835,404980493946782,5349293,1439830,01-May-2023 00:58:05,01-May-2023 01:52:56,Pre,GUJRAT,HOME,,GUJRAT,106.222.45.55,2401:4900:1a76:8d9a:0:0:c21:85ee,45234,139.45.197.230,443,100.77.26.38,46242,6689,209815022,airtelgprs.com,100.77.26.38,10.61.27.68,4G,21.52230,70.45860,404-98-8338-231398503
